Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MainDomain,Skills,ContractType,Seniority,Certifications,AbsenceDaysLast12Months,MainAbsenceType,AttritionReason,ProjectHistory,SnapshotYear,MonthlyIncomeAtSnapshot,JobLevelAtSnapshot
34,No,Non-Travel,1375,Data Science & IA,10,3,Mathematiques & Statistiques,1774,4,Male,87,3,2,Ingenieur NLP,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,Data Science / IA / Machine Learning,"PyTorch, Spark, Deep Learning, TensorFlow, NLP",CDI,Expert,Google Professional ML Engineer,4,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Refonte 2025 (Tech Lead, 2025); Data Science / IA / Machine Learning - Optimisation 2024 (Architecte, 2024); Data Science / IA / Machine Learning - Audit 2023 (Directeur Technique, 2023); Data Science / IA / Machine Learning - Evolution 2022 (Architecte, 2022); Data Science / IA / Machine Learning - Migration 2021 (Architecte, 2021); Data Science / IA / Machine Learning - Audit 2019 (Architecte, 2019)",2025,4426,2
34,No,Non-Travel,1375,Data Science & IA,10,3,Mathematiques & Statistiques,1774,4,Male,87,3,2,Ingenieur NLP,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,Data Science / IA / Machine Learning,"PyTorch, Spark, Deep Learning, TensorFlow, NLP",CDI,Expert,Google Professional ML Engineer,4,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Refonte 2025 (Tech Lead, 2025); Data Science / IA / Machine Learning - Optimisation 2024 (Architecte, 2024); Data Science / IA / Machine Learning - Audit 2023 (Directeur Technique, 2023); Data Science / IA / Machine Learning - Evolution 2022 (Architecte, 2022); Data Science / IA / Machine Learning - Migration 2021 (Architecte, 2021); Data Science / IA / Machine Learning - Audit 2019 (Architecte, 2019)",2024,4028,2
53,No,Non-Travel,661,SAP & ERP,1,4,Informatique,1775,1,Female,60,2,4,Architecte SAP,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,SAP / ERP Integration,"SAP Fiori, Agile, SAP HANA, SAP BW, OData, SAP PI/PO",CDI,Expert,"SAP HANA 2.0, SAP Fiori Certified",20,Conges / RTT / courts arrets,Toujours en poste,"SAP / ERP Integration - Projet client 2024 (Scrum Master, 2024); SAP / ERP Integration - Maintenance 2023 (Scrum Master, 2023); SAP / ERP Integration - Evolution 2022 (Tech Lead, 2022); SAP / ERP Integration - Nouvelle implementation 2020 (Architecte, 2020); SAP / ERP Integration - Nouvelle implementation 2019 (Architecte, 2019)",2025,14486,4
53,No,Non-Travel,661,SAP & ERP,1,4,Informatique,1775,1,Female,60,2,4,Architecte SAP,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,SAP / ERP Integration,"SAP Fiori, Agile, SAP HANA, SAP BW, OData, SAP PI/PO",CDI,Expert,"SAP HANA 2.0, SAP Fiori Certified",20,Conges / RTT / courts arrets,Toujours en poste,"SAP / ERP Integration - Projet client 2024 (Scrum Master, 2024); SAP / ERP Integration - Maintenance 2023 (Scrum Master, 2023); SAP / ERP Integration - Evolution 2022 (Tech Lead, 2022); SAP / ERP Integration - Nouvelle implementation 2020 (Architecte, 2020); SAP / ERP Integration - Nouvelle implementation 2019 (Architecte, 2019)",2024,13291,4
53,No,Non-Travel,661,SAP & ERP,1,4,Informatique,1775,1,Female,60,2,4,Architecte SAP,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,SAP / ERP Integration,"SAP Fiori, Agile, SAP HANA, SAP BW, OData, SAP PI/PO",CDI,Expert,"SAP HANA 2.0, SAP Fiori Certified",20,Conges / RTT / courts arrets,Toujours en poste,"SAP / ERP Integration - Projet client 2024 (Scrum Master, 2024); SAP / ERP Integration - Maintenance 2023 (Scrum Master, 2023); SAP / ERP Integration - Evolution 2022 (Tech Lead, 2022); SAP / ERP Integration - Nouvelle implementation 2020 (Architecte, 2020); SAP / ERP Integration - Nouvelle implementation 2019 (Architecte, 2019)",2023,14434,4
53,No,Non-Travel,661,SAP & ERP,1,4,Informatique,1775,1,Female,60,2,4,Architecte SAP,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,SAP / ERP Integration,"SAP Fiori, Agile, SAP HANA, SAP BW, OData, SAP PI/PO",CDI,Expert,"SAP HANA 2.0, SAP Fiori Certified",20,Conges / RTT / courts arrets,Toujours en poste,"SAP / ERP Integration - Projet client 2024 (Scrum Master, 2024); SAP / ERP Integration - Maintenance 2023 (Scrum Master, 2023); SAP / ERP Integration - Evolution 2022 (Tech Lead, 2022); SAP / ERP Integration - Nouvelle implementation 2020 (Architecte, 2020); SAP / ERP Integration - Nouvelle implementation 2019 (Architecte, 2019)",2022,13174,5
53,No,Non-Travel,661,SAP & ERP,1,4,Informatique,1775,1,Female,60,2,4,Architecte SAP,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,SAP / ERP Integration,"SAP Fiori, Agile, SAP HANA, SAP BW, OData, SAP PI/PO",CDI,Expert,"SAP HANA 2.0, SAP Fiori Certified",20,Conges / RTT / courts arrets,Toujours en poste,"SAP / ERP Integration - Projet client 2024 (Scrum Master, 2024); SAP / ERP Integration - Maintenance 2023 (Scrum Master, 2023); SAP / ERP Integration - Evolution 2022 (Tech Lead, 2022); SAP / ERP Integration - Nouvelle implementation 2020 (Architecte, 2020); SAP / ERP Integration - Nouvelle implementation 2019 (Architecte, 2019)",2021,12994,4
43,No,Travel_Rarely,244,Developpement Backend,2,3,Informatique,1778,2,Male,97,3,1,Developpeur Python,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,Developpement Java / Backend,"REST API, Git, C#, Hibernate, .NET, Maven, Linux",CDD,Senior,"Spring Professional, AWS Developer Associate, Microsoft Azure Developer",17,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - POC 2024 (Lead Dev, 2024); Developpement Java / Backend - Refonte 2023 (Architecte, 2023); Developpement Java / Backend - Nouvelle implementation 2022 (Consultant Senior, 2022); Developpement Java / Backend - Projet client 2021 (Consultant Senior, 2021); Developpement Java / Backend - Integration 2020 (Consultant Senior, 2020); Developpement Java / Backend - POC 2019 (Architecte, 2019)",2025,3821,1
43,No,Travel_Rarely,244,Developpement Backend,2,3,Informatique,1778,2,Male,97,3,1,Developpeur Python,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,Developpement Java / Backend,"REST API, Git, C#, Hibernate, .NET, Maven, Linux",CDD,Senior,"Spring Professional, AWS Developer Associate, Microsoft Azure Developer",17,Conges / RTT / courts arrets,Toujours en poste,"Developpement Java / Backend - POC 2024 (Lead Dev, 2024); Developpement Java / Backend - Refonte 2023 (Architecte, 2023); Developpement Java / Backend - Nouvelle implementation 2022 (Consultant Senior, 2022); Developpement Java / Backend - Projet client 2021 (Consultant Senior, 2021); Developpement Java / Backend - Integration 2020 (Consultant Senior, 2020); Developpement Java / Backend - POC 2019 (Architecte, 2019)",2024,4029,1
34,No,Travel_Rarely,511,ProdOps / Exploitation,3,2,Informatique,1779,4,Female,32,1,2,Ingenieur Reseau,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,Infrastructure & Production,"Windows Server, Nagios, ITIL, VMware",CDI,Confirme,ITIL Foundation,5,Peu ou pas d absence,Toujours en poste,"Infrastructure & Production - Projet client 2024 (Developpeur, 2024); Infrastructure & Production - POC 2023 (Developpeur, 2023); Infrastructure & Production - Optimisation 2022 (Analyste, 2022); Infrastructure & Production - Maintenance 2021 (Analyste, 2021); Infrastructure & Production - Nouvelle implementation 2020 (Analyste, 2020)",2025,6157,2
34,No,Travel_Rarely,511,ProdOps / Exploitation,3,2,Informatique,1779,4,Female,32,1,2,Ingenieur Reseau,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,Infrastructure & Production,"Windows Server, Nagios, ITIL, VMware",CDI,Confirme,ITIL Foundation,5,Peu ou pas d absence,Toujours en poste,"Infrastructure & Production - Projet client 2024 (Developpeur, 2024); Infrastructure & Production - POC 2023 (Developpeur, 2023); Infrastructure & Production - Optimisation 2022 (Analyste, 2022); Infrastructure & Production - Maintenance 2021 (Analyste, 2021); Infrastructure & Production - Nouvelle implementation 2020 (Analyste, 2020)",2024,6789,2
34,No,Travel_Rarely,511,ProdOps / Exploitation,3,2,Informatique,1779,4,Female,32,1,2,Ingenieur Reseau,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,Infrastructure & Production,"Windows Server, Nagios, ITIL, VMware",CDI,Confirme,ITIL Foundation,5,Peu ou pas d absence,Toujours en poste,"Infrastructure & Production - Projet client 2024 (Developpeur, 2024); Infrastructure & Production - POC 2023 (Developpeur, 2023); Infrastructure & Production - Optimisation 2022 (Analyste, 2022); Infrastructure & Production - Maintenance 2021 (Analyste, 2021); Infrastructure & Production - Nouvelle implementation 2020 (Analyste, 2020)",2023,5933,2
21,Yes,Travel_Rarely,337,QA / Test & Recette,7,1,Mathematiques & Statistiques,1780,2,Male,31,3,1,Responsable Recette,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,Test / QA / Automatisation,"TestNG, Jira, Cypress, Robot Framework, JMeter",CDD,Junior,Aucune,28,Maladie longue / Arret,salaire insuffisant,"Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Projet client 2024 (Testeur, 2024); Test / QA / Automatisation - Integration 2023 (Analyste Junior, 2023); Test / QA / Automatisation - Integration 2022 (Analyste Junior, 2022); Test / QA / Automatisation - Projet client 2021 (Developpeur, 2021); Test / QA / Automatisation - POC 2019 (Analyste Junior, 2019)",2025,2622,1
21,Yes,Travel_Rarely,337,QA / Test & Recette,7,1,Mathematiques & Statistiques,1780,2,Male,31,3,1,Responsable Recette,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,Test / QA / Automatisation,"TestNG, Jira, Cypress, Robot Framework, JMeter",CDD,Junior,Aucune,28,Maladie longue / Arret,salaire insuffisant,"Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Projet client 2024 (Testeur, 2024); Test / QA / Automatisation - Integration 2023 (Analyste Junior, 2023); Test / QA / Automatisation - Integration 2022 (Analyste Junior, 2022); Test / QA / Automatisation - Projet client 2021 (Developpeur, 2021); Test / QA / Automatisation - POC 2019 (Analyste Junior, 2019)",2024,2724,1
38,No,Travel_Rarely,1153,RH / Paie / SIRH,6,2,Mathematiques & Statistiques,1782,4,Female,40,2,1,Analyste Paie,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,SIRH / Paie,"SAP HCM, Droit Social, ADP, Git, Paie, SQL, Workday",CDD,Confirme,"ADP Certified, SAP HCM Certified",18,Conges / RTT / courts arrets,Toujours en poste,"SIRH / Paie - Audit 2024 (Developpeur, 2024); SIRH / Paie - Maintenance 2023 (Analyste, 2023); SIRH / Paie - Migration 2021 (Analyste, 2021)",2025,3693,1
38,No,Travel_Rarely,1153,RH / Paie / SIRH,6,2,Mathematiques & Statistiques,1782,4,Female,40,2,1,Analyste Paie,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,SIRH / Paie,"SAP HCM, Droit Social, ADP, Git, Paie, SQL, Workday",CDD,Confirme,"ADP Certified, SAP HCM Certified",18,Conges / RTT / courts arrets,Toujours en poste,"SIRH / Paie - Audit 2024 (Developpeur, 2024); SIRH / Paie - Maintenance 2023 (Analyste, 2023); SIRH / Paie - Migration 2021 (Analyste, 2021)",2024,3630,1
38,No,Travel_Rarely,1153,RH / Paie / SIRH,6,2,Mathematiques & Statistiques,1782,4,Female,40,2,1,Analyste Paie,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,SIRH / Paie,"SAP HCM, Droit Social, ADP, Git, Paie, SQL, Workday",CDD,Confirme,"ADP Certified, SAP HCM Certified",18,Conges / RTT / courts arrets,Toujours en poste,"SIRH / Paie - Audit 2024 (Developpeur, 2024); SIRH / Paie - Maintenance 2023 (Analyste, 2023); SIRH / Paie - Migration 2021 (Analyste, 2021)",2023,3621,1
38,No,Travel_Rarely,1153,RH / Paie / SIRH,6,2,Mathematiques & Statistiques,1782,4,Female,40,2,1,Analyste Paie,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,SIRH / Paie,"SAP HCM, Droit Social, ADP, Git, Paie, SQL, Workday",CDD,Confirme,"ADP Certified, SAP HCM Certified",18,Conges / RTT / courts arrets,Toujours en poste,"SIRH / Paie - Audit 2024 (Developpeur, 2024); SIRH / Paie - Maintenance 2023 (Analyste, 2023); SIRH / Paie - Migration 2021 (Analyste, 2021)",2022,4212,1
22,Yes,Travel_Rarely,1294,DSI,8,1,Informatique,1783,3,Female,79,3,1,Directeur Technique,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Architecture & Securite SI,"Agile, Jira, IAM, RGPD, ISO 27001, TOGAF, Firewall",CDD,Junior,Aucune,32,Maladie longue / Arret,"salaire insuffisant, heures supplementaires excessives","Architecture & Securite SI - Optimisation 2024 (Analyste Junior, 2024); Architecture & Securite SI - POC 2020 (Analyste Junior, 2020)",2025,2439,1
22,Yes,Travel_Rarely,1294,DSI,8,1,Informatique,1783,3,Female,79,3,1,Directeur Technique,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Architecture & Securite SI,"Agile, Jira, IAM, RGPD, ISO 27001, TOGAF, Firewall",CDD,Junior,Aucune,32,Maladie longue / Arret,"salaire insuffisant, heures supplementaires excessives","Architecture & Securite SI - Optimisation 2024 (Analyste Junior, 2024); Architecture & Securite SI - POC 2020 (Analyste Junior, 2020)",2024,2535,1
22,Yes,Travel_Rarely,1294,DSI,8,1,Informatique,1783,3,Female,79,3,1,Directeur Technique,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Architecture & Securite SI,"Agile, Jira, IAM, RGPD, ISO 27001, TOGAF, Firewall",CDD,Junior,Aucune,32,Maladie longue / Arret,"salaire insuffisant, heures supplementaires excessives","Architecture & Securite SI - Optimisation 2024 (Analyste Junior, 2024); Architecture & Securite SI - POC 2020 (Analyste Junior, 2020)",2023,2691,1
22,Yes,Travel_Rarely,1294,DSI,8,1,Informatique,1783,3,Female,79,3,1,Directeur Technique,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Architecture & Securite SI,"Agile, Jira, IAM, RGPD, ISO 27001, TOGAF, Firewall",CDD,Junior,Aucune,32,Maladie longue / Arret,"salaire insuffisant, heures supplementaires excessives","Architecture & Securite SI - Optimisation 2024 (Analyste Junior, 2024); Architecture & Securite SI - POC 2020 (Analyste Junior, 2020)",2022,2687,2
22,Yes,Travel_Rarely,1294,DSI,8,1,Informatique,1783,3,Female,79,3,1,Directeur Technique,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Architecture & Securite SI,"Agile, Jira, IAM, RGPD, ISO 27001, TOGAF, Firewall",CDD,Junior,Aucune,32,Maladie longue / Arret,"salaire insuffisant, heures supplementaires excessives","Architecture & Securite SI - Optimisation 2024 (Analyste Junior, 2024); Architecture & Securite SI - POC 2020 (Analyste Junior, 2020)",2021,2445,1
31,No,Travel_Rarely,196,Data Science & IA,29,4,Reseaux & Telecoms,1784,1,Female,91,2,2,Ingenieur NLP,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,Data Science / IA / Machine Learning,"TensorFlow, Scikit-learn, Machine Learning, Docker, Pandas, Jira",CDI,Expert,"TensorFlow Developer, AWS ML Specialty",0,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Optimisation 2024 (Tech Lead, 2024); Data Science / IA / Machine Learning - Evolution 2023 (Scrum Master, 2023); Data Science / IA / Machine Learning - Refonte 2021 (Scrum Master, 2021); Data Science / IA / Machine Learning - Projet client 2020 (Architecte, 2020); Data Science / IA / Machine Learning - Audit 2019 (Scrum Master, 2019)",2025,6079,2
31,No,Travel_Rarely,196,Data Science & IA,29,4,Reseaux & Telecoms,1784,1,Female,91,2,2,Ingenieur NLP,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,Data Science / IA / Machine Learning,"TensorFlow, Scikit-learn, Machine Learning, Docker, Pandas, Jira",CDI,Expert,"TensorFlow Developer, AWS ML Specialty",0,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Optimisation 2024 (Tech Lead, 2024); Data Science / IA / Machine Learning - Evolution 2023 (Scrum Master, 2023); Data Science / IA / Machine Learning - Refonte 2021 (Scrum Master, 2021); Data Science / IA / Machine Learning - Projet client 2020 (Architecte, 2020); Data Science / IA / Machine Learning - Audit 2019 (Scrum Master, 2019)",2024,6158,2
31,No,Travel_Rarely,196,Data Science & IA,29,4,Reseaux & Telecoms,1784,1,Female,91,2,2,Ingenieur NLP,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,Data Science / IA / Machine Learning,"TensorFlow, Scikit-learn, Machine Learning, Docker, Pandas, Jira",CDI,Expert,"TensorFlow Developer, AWS ML Specialty",0,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Optimisation 2024 (Tech Lead, 2024); Data Science / IA / Machine Learning - Evolution 2023 (Scrum Master, 2023); Data Science / IA / Machine Learning - Refonte 2021 (Scrum Master, 2021); Data Science / IA / Machine Learning - Projet client 2020 (Architecte, 2020); Data Science / IA / Machine Learning - Audit 2019 (Scrum Master, 2019)",2023,5565,3
51,No,Travel_Rarely,942,Developpement Web & Mobile,3,3,Systemes d Information,1786,1,Female,53,3,3,Developpeur Mobile,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,Developpement Fullstack JS / Web,"Angular, HTML/CSS, TypeScript",CDI,Expert,"Google Mobile Web Specialist, Meta Front-End Developer",44,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Scrum Master, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Migration 2021 (Scrum Master, 2021); Developpement Fullstack JS / Web - Audit 2020 (Architecte, 2020); Developpement Fullstack JS / Web - Projet client 2019 (Scrum Master, 2019)",2025,13742,3
51,No,Travel_Rarely,942,Developpement Web & Mobile,3,3,Systemes d Information,1786,1,Female,53,3,3,Developpeur Mobile,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,Developpement Fullstack JS / Web,"Angular, HTML/CSS, TypeScript",CDI,Expert,"Google Mobile Web Specialist, Meta Front-End Developer",44,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Scrum Master, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Migration 2021 (Scrum Master, 2021); Developpement Fullstack JS / Web - Audit 2020 (Architecte, 2020); Developpement Fullstack JS / Web - Projet client 2019 (Scrum Master, 2019)",2024,14385,3
51,No,Travel_Rarely,942,Developpement Web & Mobile,3,3,Systemes d Information,1786,1,Female,53,3,3,Developpeur Mobile,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,Developpement Fullstack JS / Web,"Angular, HTML/CSS, TypeScript",CDI,Expert,"Google Mobile Web Specialist, Meta Front-End Developer",44,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Scrum Master, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Migration 2021 (Scrum Master, 2021); Developpement Fullstack JS / Web - Audit 2020 (Architecte, 2020); Developpement Fullstack JS / Web - Projet client 2019 (Scrum Master, 2019)",2023,14589,3
51,No,Travel_Rarely,942,Developpement Web & Mobile,3,3,Systemes d Information,1786,1,Female,53,3,3,Developpeur Mobile,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,Developpement Fullstack JS / Web,"Angular, HTML/CSS, TypeScript",CDI,Expert,"Google Mobile Web Specialist, Meta Front-End Developer",44,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Scrum Master, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Migration 2021 (Scrum Master, 2021); Developpement Fullstack JS / Web - Audit 2020 (Architecte, 2020); Developpement Fullstack JS / Web - Projet client 2019 (Scrum Master, 2019)",2022,14824,3
51,No,Travel_Rarely,942,Developpement Web & Mobile,3,3,Systemes d Information,1786,1,Female,53,3,3,Developpeur Mobile,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,Developpement Fullstack JS / Web,"Angular, HTML/CSS, TypeScript",CDI,Expert,"Google Mobile Web Specialist, Meta Front-End Developer",44,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Scrum Master, 2025); Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Evolution 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Migration 2021 (Scrum Master, 2021); Developpement Fullstack JS / Web - Audit 2020 (Architecte, 2020); Developpement Fullstack JS / Web - Projet client 2019 (Scrum Master, 2019)",2021,12734,3
37,No,Travel_Rarely,589,Developpement Backend,9,2,Informatique,1787,2,Male,46,2,2,Developpeur Java,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,Developpement Java / Backend,"Java, Git, REST API, Maven, SQL, Django, Jira",CDI,Confirme,Microsoft Azure Developer,2,Peu ou pas d absence,Toujours en poste,"Developpement Java / Backend - Refonte 2024 (Analyste, 2024); Developpement Java / Backend - POC 2019 (Analyste, 2019)",2025,4368,2
37,No,Travel_Rarely,589,Developpement Backend,9,2,Informatique,1787,2,Male,46,2,2,Developpeur Java,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,Developpement Java / Backend,"Java, Git, REST API, Maven, SQL, Django, Jira",CDI,Confirme,Microsoft Azure Developer,2,Peu ou pas d absence,Toujours en poste,"Developpement Java / Backend - Refonte 2024 (Analyste, 2024); Developpement Java / Backend - POC 2019 (Analyste, 2019)",2024,4098,2
37,No,Travel_Rarely,589,Developpement Backend,9,2,Informatique,1787,2,Male,46,2,2,Developpeur Java,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,Developpement Java / Backend,"Java, Git, REST API, Maven, SQL, Django, Jira",CDI,Confirme,Microsoft Azure Developer,2,Peu ou pas d absence,Toujours en poste,"Developpement Java / Backend - Refonte 2024 (Analyste, 2024); Developpement Java / Backend - POC 2019 (Analyste, 2019)",2023,4034,2
37,No,Travel_Rarely,589,Developpement Backend,9,2,Informatique,1787,2,Male,46,2,2,Developpeur Java,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,Developpement Java / Backend,"Java, Git, REST API, Maven, SQL, Django, Jira",CDI,Confirme,Microsoft Azure Developer,2,Peu ou pas d absence,Toujours en poste,"Developpement Java / Backend - Refonte 2024 (Analyste, 2024); Developpement Java / Backend - POC 2019 (Analyste, 2019)",2022,4082,3
37,No,Travel_Rarely,589,Developpement Backend,9,2,Informatique,1787,2,Male,46,2,2,Developpeur Java,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,Developpement Java / Backend,"Java, Git, REST API, Maven, SQL, Django, Jira",CDI,Confirme,Microsoft Azure Developer,2,Peu ou pas d absence,Toujours en poste,"Developpement Java / Backend - Refonte 2024 (Analyste, 2024); Developpement Java / Backend - POC 2019 (Analyste, 2019)",2021,3990,2
46,No,Travel_Rarely,734,Gestion de Projet / PMO,2,4,Genie Logiciel,1789,3,Male,46,3,5,Product Owner,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,Gestion de Projet / Scrum,"Scrum, SAFe, Confluence",CDI,Expert,SAFe Agilist,41,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Maintenance 2025 (Scrum Master, 2025); Gestion de Projet / Scrum - Evolution 2024 (Directeur Technique, 2024); Gestion de Projet / Scrum - Refonte 2021 (Architecte, 2021)",2025,20598,5
46,No,Travel_Rarely,734,Gestion de Projet / PMO,2,4,Genie Logiciel,1789,3,Male,46,3,5,Product Owner,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,Gestion de Projet / Scrum,"Scrum, SAFe, Confluence",CDI,Expert,SAFe Agilist,41,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Maintenance 2025 (Scrum Master, 2025); Gestion de Projet / Scrum - Evolution 2024 (Directeur Technique, 2024); Gestion de Projet / Scrum - Refonte 2021 (Architecte, 2021)",2024,19730,5
36,No,Travel_Rarely,1383,Developpement Web & Mobile,10,3,Reseaux & Telecoms,1790,4,Male,90,3,3,Developpeur Frontend,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,Developpement Fullstack JS / Web,"Swift, TypeScript, Docker, Flutter",CDI,Expert,"Meta Front-End Developer, AWS Developer Associate, Google Mobile Web Specialist",20,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Audit 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Migration 2022 (Directeur Technique, 2022); Developpement Fullstack JS / Web - Maintenance 2020 (Architecte, 2020)",2025,8484,3
36,No,Travel_Rarely,1383,Developpement Web & Mobile,10,3,Reseaux & Telecoms,1790,4,Male,90,3,3,Developpeur Frontend,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,Developpement Fullstack JS / Web,"Swift, TypeScript, Docker, Flutter",CDI,Expert,"Meta Front-End Developer, AWS Developer Associate, Google Mobile Web Specialist",20,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Audit 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Migration 2022 (Directeur Technique, 2022); Developpement Fullstack JS / Web - Maintenance 2020 (Architecte, 2020)",2024,7945,3
36,No,Travel_Rarely,1383,Developpement Web & Mobile,10,3,Reseaux & Telecoms,1790,4,Male,90,3,3,Developpeur Frontend,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,Developpement Fullstack JS / Web,"Swift, TypeScript, Docker, Flutter",CDI,Expert,"Meta Front-End Developer, AWS Developer Associate, Google Mobile Web Specialist",20,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Audit 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - Migration 2022 (Directeur Technique, 2022); Developpement Fullstack JS / Web - Maintenance 2020 (Architecte, 2020)",2023,9475,3
